model_name,n_train,n_test,positive_rate,accuracy,precision,recall,f1,roc_auc,average_precision
random_forest,72381,18096,0.1596980448069675,0.8822391688771,0.683599419448476,0.4889273356401384,0.5701028848093606,0.7955952212453016,0.5890015098135287
hist_gradient_boosting,72381,18096,0.1596980448069675,0.8900862068965517,0.800533689126084,0.41522491349480967,0.5468215994531784,0.7998158394041326,0.599058217783787
logistic_regression,72381,18096,0.1596980448069675,0.797579575596817,0.39618587160891755,0.5103806228373703,0.44609103281415396,0.739653385319126,0.46972356519001857
